File,MOS,STD,height,width,DisplayHeight,DisplayWidth,framerate,Bitrate,Content,resolution,DMOS
dml_2_960x480_30_250kbps_.mp4,19.198,2.346,480,960,1036,2072,30,250kbps,dml_2,480p,38.983
dml_2_1080x540_30_250kbps_.mp4,19.809,2.346,540,1080,1036,2072,30,250kbps,dml_2,540p,39.594
dml_2_1440x720_30_250kbps_.mp4,19.024,2.346,720,1440,1036,2072,30,250kbps,dml_2,720p,38.809
dml_2_720x360_30_2mbps_.mp4,63.582,2.346,360,720,1036,2072,30,2mbps,dml_2,360p,83.367
dml_2_960x480_30_2mbps_.mp4,70.457,2.346,480,960,1036,2072,30,2mbps,dml_2,480p,90.242
dml_2_1080x540_30_2mbps_.mp4,71.859,2.346,540,1080,1036,2072,30,2mbps,dml_2,540p,91.644
dml_2_1440x720_30_2mbps_.mp4,76.974,2.346,720,1440,1036,2072,30,2mbps,dml_2,720p,96.759
dml_2_720x360_30_500kbps_.mp4,52.235,2.346,360,720,1036,2072,30,500kbps,dml_2,360p,72.02
dml_2_960x480_30_500kbps_.mp4,48.707,2.346,480,960,1036,2072,30,500kbps,dml_2,480p,68.492
dml_2_1080x540_30_500kbps_.mp4,42.976,2.346,540,1080,1036,2072,30,500kbps,dml_2,540p,62.761
dml_2_1440x720_30_500kbps_.mp4,30.955,2.346,720,1440,1036,2072,30,500kbps,dml_2,720p,50.74
dml_2_720x360_30_800kbps_.mp4,56.527,2.346,360,720,1036,2072,30,800kbps,dml_2,360p,76.312
dml_2_960x480_30_800kbps_.mp4,59.554,2.346,480,960,1036,2072,30,800kbps,dml_2,480p,79.339
dml_2_1080x540_30_800kbps_.mp4,60.137,2.346,540,1080,1036,2072,30,800kbps,dml_2,540p,79.922
dml_2_1440x720_30_800kbps_.mp4,53.345,2.346,720,1440,1036,2072,30,800kbps,dml_2,720p,73.13
dml_2_720x360_30_pristine_.mp4,69.111,2.346,360,720,1036,2072,30,pristine,dml_2,360p,88.896
dml_2_960x480_30_pristine_.mp4,70.29,2.346,480,960,1036,2072,30,pristine,dml_2,480p,90.075
dml_2_1080x540_30_pristine_.mp4,72.277,2.346,540,1080,1036,2072,30,pristine,dml_2,540p,92.062
dml_2_1440x720_30_pristine_.mp4,80.215,2.346,720,1440,1036,2072,30,pristine,dml_2,720p,100.0
hungrydragon_1_756x360_30_250kbps_.mp4,12.444,2.294,360,756,1036,2174,30,250kbps,hungrydragon_1,360p,31.386
hungrydragon_1_1008x480_30_250kbps_.mp4,12.348,2.294,480,1008,1036,2174,30,250kbps,hungrydragon_1,480p,31.29
hungrydragon_1_1134x540_30_250kbps_.mp4,12.48,2.294,540,1134,1036,2174,30,250kbps,hungrydragon_1,540p,31.422
hungrydragon_1_1512x720_30_250kbps_.mp4,15.624,2.294,720,1512,1036,2174,30,250kbps,hungrydragon_1,720p,34.566
hungrydragon_1_756x360_30_2mbps_.mp4,73.256,2.294,360,756,1036,2174,30,2mbps,hungrydragon_1,360p,92.198
hungrydragon_1_1008x480_30_2mbps_.mp4,74.191,2.294,480,1008,1036,2174,30,2mbps,hungrydragon_1,480p,93.133
hungrydragon_1_1134x540_30_2mbps_.mp4,76.96,2.294,540,1134,1036,2174,30,2mbps,hungrydragon_1,540p,95.902
hungrydragon_1_1512x720_30_2mbps_.mp4,73.964,2.294,720,1512,1036,2174,30,2mbps,hungrydragon_1,720p,92.906
hungrydragon_1_756x360_30_500kbps_.mp4,43.148,2.294,360,756,1036,2174,30,500kbps,hungrydragon_1,360p,62.09
hungrydragon_1_1008x480_30_500kbps_.mp4,26.403,2.294,480,1008,1036,2174,30,500kbps,hungrydragon_1,480p,45.345
hungrydragon_1_1134x540_30_500kbps_.mp4,25.244,2.294,540,1134,1036,2174,30,500kbps,hungrydragon_1,540p,44.186
hungrydragon_1_1512x720_30_500kbps_.mp4,22.659,2.294,720,1512,1036,2174,30,500kbps,hungrydragon_1,720p,41.601
hungrydragon_1_756x360_30_800kbps_.mp4,57.241,2.294,360,756,1036,2174,30,800kbps,hungrydragon_1,360p,76.183
hungrydragon_1_1008x480_30_800kbps_.mp4,50.332,2.294,480,1008,1036,2174,30,800kbps,hungrydragon_1,480p,69.274
hungrydragon_1_1134x540_30_800kbps_.mp4,45.809,2.294,540,1134,1036,2174,30,800kbps,hungrydragon_1,540p,64.751
hungrydragon_1_1512x720_30_800kbps_.mp4,31.344,2.294,720,1512,1036,2174,30,800kbps,hungrydragon_1,720p,50.286
hungrydragon_1_756x360_30_pristine_.mp4,73.444,2.294,360,756,1036,2174,30,pristine,hungrydragon_1,360p,92.386
hungrydragon_1_1008x480_30_pristine_.mp4,81.3,2.294,480,1008,1036,2174,30,pristine,hungrydragon_1,480p,100.242
hungrydragon_1_1134x540_30_pristine_.mp4,80.579,2.294,540,1134,1036,2174,30,pristine,hungrydragon_1,540p,99.521
hungrydragon_1_1512x720_30_pristine_.mp4,81.058,2.294,720,1512,1036,2174,30,pristine,hungrydragon_1,720p,100.0
mla_1_720x360_30_250kbps_.mp4,24.14,2.32,360,720,1036,2072,30,250kbps,mla_1,360p,36.555
mla_1_960x480_30_250kbps_.mp4,23.882,2.32,480,960,1036,2072,30,250kbps,mla_1,480p,36.297
mla_1_1080x540_30_250kbps_.mp4,22.22,2.32,540,1080,1036,2072,30,250kbps,mla_1,540p,34.635
mla_1_1440x720_30_250kbps_.mp4,16.447,2.32,720,1440,1036,2072,30,250kbps,mla_1,720p,28.862
mla_1_720x360_30_2mbps_.mp4,65.634,2.32,360,720,1036,2072,30,2mbps,mla_1,360p,78.049
mla_1_960x480_30_2mbps_.mp4,66.657,2.32,480,960,1036,2072,30,2mbps,mla_1,480p,79.072
mla_1_1080x540_30_2mbps_.mp4,74.385,2.32,540,1080,1036,2072,30,2mbps,mla_1,540p,86.8
mla_1_1440x720_30_2mbps_.mp4,71.521,2.32,720,1440,1036,2072,30,2mbps,mla_1,720p,83.936
mla_1_720x360_30_500kbps_.mp4,40.851,2.32,360,720,1036,2072,30,500kbps,mla_1,360p,53.266
mla_1_960x480_30_500kbps_.mp4,40.832,2.32,480,960,1036,2072,30,500kbps,mla_1,480p,53.247
mla_1_1080x540_30_500kbps_.mp4,38.971,2.32,540,1080,1036,2072,30,500kbps,mla_1,540p,51.386
mla_1_1440x720_30_500kbps_.mp4,33.249,2.32,720,1440,1036,2072,30,500kbps,mla_1,720p,45.664
mla_1_720x360_30_800kbps_.mp4,51.598,2.32,360,720,1036,2072,30,800kbps,mla_1,360p,64.013
mla_1_960x480_30_800kbps_.mp4,60.014,2.32,480,960,1036,2072,30,800kbps,mla_1,480p,72.429
mla_1_1080x540_30_800kbps_.mp4,51.5,2.32,540,1080,1036,2072,30,800kbps,mla_1,540p,63.915
mla_1_1440x720_30_800kbps_.mp4,48.389,2.32,720,1440,1036,2072,30,800kbps,mla_1,720p,60.804
mla_1_720x360_30_pristine_.mp4,69.692,2.32,360,720,1036,2072,30,pristine,mla_1,360p,82.107
mla_1_960x480_30_pristine_.mp4,79.832,2.32,480,960,1036,2072,30,pristine,mla_1,480p,92.247
mla_1_1080x540_30_pristine_.mp4,84.488,2.32,540,1080,1036,2072,30,pristine,mla_1,540p,96.903
mla_1_1440x720_30_pristine_.mp4,87.585,2.32,720,1440,1036,2072,30,pristine,mla_1,720p,100.0
mv2_1_360x640_30_250kbps_.mp4,46.405,2.439,640,360,1920,1080,30,250kbps,mv2_1,360p,66.266
mv2_1_480x852_30_250kbps_.mp4,45.414,2.439,852,480,1916,1080,30,250kbps,mv2_1,480p,65.275
mv2_1_540x960_30_250kbps_.mp4,46.685,2.439,960,540,1920,1080,30,250kbps,mv2_1,540p,66.546
mv2_1_720x1280_30_250kbps_.mp4,31.507,2.439,1280,720,1920,1080,30,250kbps,mv2_1,720p,51.368
mv2_1_360x640_30_2mbps_.mp4,66.93,2.439,640,360,1920,1080,30,2mbps,mv2_1,360p,86.791
mv2_1_480x852_30_2mbps_.mp4,70.932,2.439,852,480,1916,1080,30,2mbps,mv2_1,480p,90.793
mv2_1_540x960_30_2mbps_.mp4,75.423,2.439,960,540,1920,1080,30,2mbps,mv2_1,540p,95.284
mv2_1_720x1280_30_2mbps_.mp4,79.047,2.439,1280,720,1920,1080,30,2mbps,mv2_1,720p,98.908
mv2_1_360x640_30_500kbps_.mp4,55.685,2.439,640,360,1920,1080,30,500kbps,mv2_1,360p,75.546
mv2_1_480x852_30_500kbps_.mp4,58.322,2.439,852,480,1916,1080,30,500kbps,mv2_1,480p,78.183
mv2_1_540x960_30_500kbps_.mp4,62.756,2.439,960,540,1920,1080,30,500kbps,mv2_1,540p,82.617
mv2_1_720x1280_30_500kbps_.mp4,60.18,2.439,1280,720,1920,1080,30,500kbps,mv2_1,720p,80.041
mv2_1_360x640_30_800kbps_.mp4,56.426,2.439,640,360,1920,1080,30,800kbps,mv2_1,360p,76.287
mv2_1_480x852_30_800kbps_.mp4,69.635,2.439,852,480,1916,1080,30,800kbps,mv2_1,480p,89.496
mv2_1_540x960_30_800kbps_.mp4,71.873,2.439,960,540,1920,1080,30,800kbps,mv2_1,540p,91.734
mv2_1_720x1280_30_800kbps_.mp4,71.706,2.439,1280,720,1920,1080,30,800kbps,mv2_1,720p,91.567
mv2_1_360x640_30_pristine_.mp4,70.109,2.439,640,360,1920,1080,30,pristine,mv2_1,360p,89.97
mv2_1_480x852_30_pristine_.mp4,76.017,2.439,852,480,1916,1080,30,pristine,mv2_1,480p,95.878
mv2_1_540x960_30_pristine_.mp4,76.215,2.439,960,540,1920,1080,30,pristine,mv2_1,540p,96.076
mv2_1_720x1280_30_pristine_.mp4,80.139,2.439,1280,720,1920,1080,30,pristine,mv2_1,720p,100.0
mv2_2_360x640_30_250kbps_.mp4,51.258,2.573,640,360,1920,1080,30,250kbps,mv2_2,360p,71.892
mv2_2_480x852_30_250kbps_.mp4,44.335,2.573,852,480,1916,1080,30,250kbps,mv2_2,480p,64.969
mv2_2_540x960_30_250kbps_.mp4,48.928,2.573,960,540,1920,1080,30,250kbps,mv2_2,540p,69.562
mv2_2_720x1280_30_250kbps_.mp4,31.272,2.573,1280,720,1920,1080,30,250kbps,mv2_2,720p,51.906
mv2_2_360x640_30_2mbps_.mp4,64.235,2.573,640,360,1920,1080,30,2mbps,mv2_2,360p,84.869
mv2_2_480x852_30_2mbps_.mp4,75.212,2.573,852,480,1916,1080,30,2mbps,mv2_2,480p,95.846
mv2_2_540x960_30_2mbps_.mp4,77.817,2.573,960,540,1920,1080,30,2mbps,mv2_2,540p,98.451
mv2_2_720x1280_30_2mbps_.mp4,78.407,2.573,1280,720,1920,1080,30,2mbps,mv2_2,720p,99.041
mv2_2_360x640_30_500kbps_.mp4,57.483,2.573,640,360,1920,1080,30,500kbps,mv2_2,360p,78.117
mv2_2_480x852_30_500kbps_.mp4,63.755,2.573,852,480,1916,1080,30,500kbps,mv2_2,480p,84.389
mv2_2_540x960_30_500kbps_.mp4,62.169,2.573,960,540,1920,1080,30,500kbps,mv2_2,540p,82.803
mv2_2_720x1280_30_500kbps_.mp4,56.504,2.573,1280,720,1920,1080,30,500kbps,mv2_2,720p,77.138
mv2_2_360x640_30_800kbps_.mp4,66.374,2.573,640,360,1920,1080,30,800kbps,mv2_2,360p,87.008
mv2_2_480x852_30_800kbps_.mp4,67.436,2.573,852,480,1916,1080,30,800kbps,mv2_2,480p,88.07
mv2_2_540x960_30_800kbps_.mp4,68.751,2.573,960,540,1920,1080,30,800kbps,mv2_2,540p,89.385
mv2_2_720x1280_30_800kbps_.mp4,67.868,2.573,1280,720,1920,1080,30,800kbps,mv2_2,720p,88.502
mv2_2_360x640_30_pristine_.mp4,65.203,2.573,640,360,1920,1080,30,pristine,mv2_2,360p,85.837
mv2_2_480x852_30_pristine_.mp4,70.908,2.573,852,480,1916,1080,30,pristine,mv2_2,480p,91.542
mv2_2_540x960_30_pristine_.mp4,74.097,2.573,960,540,1920,1080,30,pristine,mv2_2,540p,94.731
mv2_2_720x1280_30_pristine_.mp4,79.366,2.573,1280,720,1920,1080,30,pristine,mv2_2,720p,100.0
mysterymanor_1_864x360_30_250kbps_.mp4,22.76,2.362,360,864,918,2204,30,250kbps,mysterymanor_1,360p,43.224
mysterymanor_1_1152x480_30_250kbps_.mp4,21.606,2.362,480,1152,918,2204,30,250kbps,mysterymanor_1,480p,42.07
mysterymanor_1_1296x540_30_250kbps_.mp4,19.447,2.362,540,1296,918,2204,30,250kbps,mysterymanor_1,540p,39.911
mysterymanor_1_1728x720_30_250kbps_.mp4,24.651,2.362,720,1728,918,2204,30,250kbps,mysterymanor_1,720p,45.115
mysterymanor_1_864x360_30_2mbps_.mp4,66.68,2.362,360,864,918,2204,30,2mbps,mysterymanor_1,360p,87.144
mysterymanor_1_1152x480_30_2mbps_.mp4,65.533,2.362,480,1152,918,2204,30,2mbps,mysterymanor_1,480p,85.997
mysterymanor_1_1296x540_30_2mbps_.mp4,69.888,2.362,540,1296,918,2204,30,2mbps,mysterymanor_1,540p,90.352
mysterymanor_1_1728x720_30_2mbps_.mp4,63.919,2.362,720,1728,918,2204,30,2mbps,mysterymanor_1,720p,84.383
mysterymanor_1_864x360_30_500kbps_.mp4,41.793,2.362,360,864,918,2204,30,500kbps,mysterymanor_1,360p,62.257
mysterymanor_1_1152x480_30_500kbps_.mp4,37.924,2.362,480,1152,918,2204,30,500kbps,mysterymanor_1,480p,58.388
mysterymanor_1_1296x540_30_500kbps_.mp4,36.399,2.362,540,1296,918,2204,30,500kbps,mysterymanor_1,540p,56.863
mysterymanor_1_1728x720_30_500kbps_.mp4,34.522,2.362,720,1728,918,2204,30,500kbps,mysterymanor_1,720p,54.986
mysterymanor_1_864x360_30_800kbps_.mp4,52.685,2.362,360,864,918,2204,30,800kbps,mysterymanor_1,360p,73.149
mysterymanor_1_1152x480_30_800kbps_.mp4,54.867,2.362,480,1152,918,2204,30,800kbps,mysterymanor_1,480p,75.331
mysterymanor_1_1296x540_30_800kbps_.mp4,48.86,2.362,540,1296,918,2204,30,800kbps,mysterymanor_1,540p,69.324
mysterymanor_1_1728x720_30_800kbps_.mp4,42.623,2.362,720,1728,918,2204,30,800kbps,mysterymanor_1,720p,63.087
mysterymanor_1_864x360_30_pristine_.mp4,69.637,2.362,360,864,918,2204,30,pristine,mysterymanor_1,360p,90.101
mysterymanor_1_1152x480_30_pristine_.mp4,78.4,2.362,480,1152,918,2204,30,pristine,mysterymanor_1,480p,98.864
mysterymanor_1_1296x540_30_pristine_.mp4,80.039,2.362,540,1296,918,2204,30,pristine,mysterymanor_1,540p,100.503
mysterymanor_1_1728x720_30_pristine_.mp4,79.536,2.362,720,1728,918,2204,30,pristine,mysterymanor_1,720p,100.0
pga_1_360x640_30_250kbps_.mp4,33.948,2.407,640,360,1920,1080,30,250kbps,pga_1,360p,57.229
pga_1_480x852_30_250kbps_.mp4,31.756,2.407,852,480,1916,1080,30,250kbps,pga_1,480p,55.037
pga_1_540x960_30_250kbps_.mp4,27.986,2.407,960,540,1920,1080,30,250kbps,pga_1,540p,51.267
pga_1_720x1280_30_250kbps_.mp4,18.978,2.407,1280,720,1920,1080,30,250kbps,pga_1,720p,42.259
pga_1_360x640_30_2mbps_.mp4,63.895,2.407,640,360,1920,1080,30,2mbps,pga_1,360p,87.176
pga_1_480x852_30_2mbps_.mp4,69.612,2.407,852,480,1916,1080,30,2mbps,pga_1,480p,92.893
pga_1_540x960_30_2mbps_.mp4,69.959,2.407,960,540,1920,1080,30,2mbps,pga_1,540p,93.24
pga_1_720x1280_30_2mbps_.mp4,76.693,2.407,1280,720,1920,1080,30,2mbps,pga_1,720p,99.974
pga_1_360x640_30_500kbps_.mp4,54.929,2.407,640,360,1920,1080,30,500kbps,pga_1,360p,78.21
pga_1_480x852_30_500kbps_.mp4,51.494,2.407,852,480,1916,1080,30,500kbps,pga_1,480p,74.775
pga_1_540x960_30_500kbps_.mp4,50.717,2.407,960,540,1920,1080,30,500kbps,pga_1,540p,73.998
pga_1_720x1280_30_500kbps_.mp4,39.123,2.407,1280,720,1920,1080,30,500kbps,pga_1,720p,62.404
pga_1_360x640_30_800kbps_.mp4,56.66,2.407,640,360,1920,1080,30,800kbps,pga_1,360p,79.941
pga_1_480x852_30_800kbps_.mp4,59.504,2.407,852,480,1916,1080,30,800kbps,pga_1,480p,82.785
pga_1_540x960_30_800kbps_.mp4,61.737,2.407,960,540,1920,1080,30,800kbps,pga_1,540p,85.018
pga_1_720x1280_30_800kbps_.mp4,59.43,2.407,1280,720,1920,1080,30,800kbps,pga_1,720p,82.711
pga_1_360x640_30_pristine_.mp4,66.477,2.407,640,360,1920,1080,30,pristine,pga_1,360p,89.758
pga_1_480x852_30_pristine_.mp4,76.003,2.407,852,480,1916,1080,30,pristine,pga_1,480p,99.284
pga_1_540x960_30_pristine_.mp4,75.156,2.407,960,540,1920,1080,30,pristine,pga_1,540p,98.437
pga_1_720x1280_30_pristine_.mp4,76.719,2.407,1280,720,1920,1080,30,pristine,pga_1,720p,100.0
PGA2_1_360x720_30_250kbps_.mp4,20.176,2.833,720,360,2160,1080,30,250kbps,PGA2_1,360p,43.16
PGA2_1_480x960_30_250kbps_.mp4,26.465,2.833,960,480,2160,1080,30,250kbps,PGA2_1,480p,49.449
PGA2_1_540x1080_30_250kbps_.mp4,19.914,2.833,1080,540,2160,1080,30,250kbps,PGA2_1,540p,42.898
PGA2_1_720x1440_30_250kbps_.mp4,26.476,2.833,1440,720,2160,1080,30,250kbps,PGA2_1,720p,49.46
PGA2_1_360x720_30_2mbps_.mp4,63.705,2.833,720,360,2160,1080,30,2mbps,PGA2_1,360p,86.689
PGA2_1_480x960_30_2mbps_.mp4,67.924,2.833,960,480,2160,1080,30,2mbps,PGA2_1,480p,90.908
PGA2_1_540x1080_30_2mbps_.mp4,69.096,2.833,1080,540,2160,1080,30,2mbps,PGA2_1,540p,92.08
PGA2_1_720x1440_30_2mbps_.mp4,67.533,2.833,1440,720,2160,1080,30,2mbps,PGA2_1,720p,90.517
PGA2_1_360x720_30_500kbps_.mp4,36.403,2.833,720,360,2160,1080,30,500kbps,PGA2_1,360p,59.387
PGA2_1_480x960_30_500kbps_.mp4,37.989,2.833,960,480,2160,1080,30,500kbps,PGA2_1,480p,60.973
PGA2_1_540x1080_30_500kbps_.mp4,33.362,2.833,1080,540,2160,1080,30,500kbps,PGA2_1,540p,56.346
PGA2_1_720x1440_30_500kbps_.mp4,35.074,2.833,1440,720,2160,1080,30,500kbps,PGA2_1,720p,58.058
PGA2_1_360x720_30_800kbps_.mp4,46.378,2.833,720,360,2160,1080,30,800kbps,PGA2_1,360p,69.362
PGA2_1_480x960_30_800kbps_.mp4,51.575,2.833,960,480,2160,1080,30,800kbps,PGA2_1,480p,74.559
PGA2_1_540x1080_30_800kbps_.mp4,50.418,2.833,1080,540,2160,1080,30,800kbps,PGA2_1,540p,73.402
PGA2_1_720x1440_30_800kbps_.mp4,43.665,2.833,1440,720,2160,1080,30,800kbps,PGA2_1,720p,66.649
PGA2_1_360x720_30_pristine_.mp4,66.202,2.833,720,360,2160,1080,30,pristine,PGA2_1,360p,89.186
PGA2_1_480x960_30_pristine_.mp4,80.49,2.833,960,480,2160,1080,30,pristine,PGA2_1,480p,103.474
PGA2_1_540x1080_30_pristine_.mp4,78.99,2.833,1080,540,2160,1080,30,pristine,PGA2_1,540p,101.974
PGA2_1_720x1440_30_pristine_.mp4,77.016,2.833,1440,720,2160,1080,30,pristine,PGA2_1,720p,100.0
pvz_1_640x360_30_250kbps_.mp4,40.018,2.411,360,640,1036,1840,30,250kbps,pvz_1,360p,57.026
pvz_1_852x480_30_250kbps_.mp4,43.473,2.411,480,852,1036,1838,30,250kbps,pvz_1,480p,60.481
pvz_1_960x540_30_250kbps_.mp4,35.788,2.411,540,960,1036,1840,30,250kbps,pvz_1,540p,52.796
pvz_1_1280x720_30_250kbps_.mp4,38.855,2.411,720,1280,1036,1840,30,250kbps,pvz_1,720p,55.863
pvz_1_640x360_30_2mbps_.mp4,66.395,2.411,360,640,1036,1840,30,2mbps,pvz_1,360p,83.403
pvz_1_852x480_30_2mbps_.mp4,76.08,2.411,480,852,1036,1838,30,2mbps,pvz_1,480p,93.088
pvz_1_960x540_30_2mbps_.mp4,76.089,2.411,540,960,1036,1840,30,2mbps,pvz_1,540p,93.097
pvz_1_1280x720_30_2mbps_.mp4,75.086,2.411,720,1280,1036,1840,30,2mbps,pvz_1,720p,92.094
pvz_1_640x360_30_500kbps_.mp4,51.353,2.411,360,640,1036,1840,30,500kbps,pvz_1,360p,68.361
pvz_1_852x480_30_500kbps_.mp4,51.536,2.411,480,852,1036,1838,30,500kbps,pvz_1,480p,68.544
pvz_1_960x540_30_500kbps_.mp4,56.683,2.411,540,960,1036,1840,30,500kbps,pvz_1,540p,73.691
pvz_1_1280x720_30_500kbps_.mp4,52.562,2.411,720,1280,1036,1840,30,500kbps,pvz_1,720p,69.57
pvz_1_640x360_30_800kbps_.mp4,60.033,2.411,360,640,1036,1840,30,800kbps,pvz_1,360p,77.041
pvz_1_852x480_30_800kbps_.mp4,66.285,2.411,480,852,1036,1838,30,800kbps,pvz_1,480p,83.293
pvz_1_960x540_30_800kbps_.mp4,65.258,2.411,540,960,1036,1840,30,800kbps,pvz_1,540p,82.266
pvz_1_1280x720_30_800kbps_.mp4,58.636,2.411,720,1280,1036,1840,30,800kbps,pvz_1,720p,75.644
pvz_1_640x360_30_pristine_.mp4,69.46,2.411,360,640,1036,1840,30,pristine,pvz_1,360p,86.468
pvz_1_852x480_30_pristine_.mp4,77.193,2.411,480,852,1036,1838,30,pristine,pvz_1,480p,94.201
pvz_1_960x540_30_pristine_.mp4,76.894,2.411,540,960,1036,1840,30,pristine,pvz_1,540p,93.902
pvz_1_1280x720_30_pristine_.mp4,82.992,2.411,720,1280,1036,1840,30,pristine,pvz_1,720p,100.0
pvz_2_640x360_30_250kbps_.mp4,48.919,2.38,360,640,1036,1840,30,250kbps,pvz_2,360p,75.527
pvz_2_852x480_30_250kbps_.mp4,59.89,2.38,480,852,1036,1838,30,250kbps,pvz_2,480p,86.498
pvz_2_960x540_30_250kbps_.mp4,57.024,2.38,540,960,1036,1840,30,250kbps,pvz_2,540p,83.632
pvz_2_1280x720_30_250kbps_.mp4,54.906,2.38,720,1280,1036,1840,30,250kbps,pvz_2,720p,81.514
pvz_2_640x360_30_2mbps_.mp4,66.101,2.38,360,640,1036,1840,30,2mbps,pvz_2,360p,92.709
pvz_2_852x480_30_2mbps_.mp4,70.707,2.38,480,852,1036,1838,30,2mbps,pvz_2,480p,97.315
pvz_2_960x540_30_2mbps_.mp4,72.274,2.38,540,960,1036,1840,30,2mbps,pvz_2,540p,98.882
pvz_2_1280x720_30_2mbps_.mp4,77.432,2.38,720,1280,1036,1840,30,2mbps,pvz_2,720p,104.04
pvz_2_640x360_30_500kbps_.mp4,56.955,2.38,360,640,1036,1840,30,500kbps,pvz_2,360p,83.563
pvz_2_852x480_30_500kbps_.mp4,67.68,2.38,480,852,1036,1838,30,500kbps,pvz_2,480p,94.288
pvz_2_960x540_30_500kbps_.mp4,71.346,2.38,540,960,1036,1840,30,500kbps,pvz_2,540p,97.954
pvz_2_1280x720_30_500kbps_.mp4,66.397,2.38,720,1280,1036,1840,30,500kbps,pvz_2,720p,93.005
pvz_2_640x360_30_800kbps_.mp4,60.63,2.38,360,640,1036,1840,30,800kbps,pvz_2,360p,87.238
pvz_2_852x480_30_800kbps_.mp4,69.068,2.38,480,852,1036,1838,30,800kbps,pvz_2,480p,95.676
pvz_2_960x540_30_800kbps_.mp4,69.151,2.38,540,960,1036,1840,30,800kbps,pvz_2,540p,95.759
pvz_2_1280x720_30_800kbps_.mp4,75.75,2.38,720,1280,1036,1840,30,800kbps,pvz_2,720p,102.358
pvz_2_640x360_30_pristine_.mp4,60.762,2.38,360,640,1036,1840,30,pristine,pvz_2,360p,87.37
pvz_2_852x480_30_pristine_.mp4,68.396,2.38,480,852,1036,1838,30,pristine,pvz_2,480p,95.004
pvz_2_960x540_30_pristine_.mp4,73.524,2.38,540,960,1036,1840,30,pristine,pvz_2,540p,100.132
pvz_2_1280x720_30_pristine_.mp4,73.392,2.38,720,1280,1036,1840,30,pristine,pvz_2,720p,100.0
sat_1_832x360_30_250kbps_.mp4,34.625,2.473,360,832,952,2204,30,250kbps,sat_1,360p,53.345
sat_1_1108x480_30_250kbps_.mp4,33.908,2.473,480,1108,954,2204,30,250kbps,sat_1,480p,52.628
sat_1_1248x540_30_250kbps_.mp4,32.981,2.473,540,1248,952,2204,30,250kbps,sat_1,540p,51.701
sat_1_1664x720_30_250kbps_.mp4,30.483,2.473,720,1664,952,2204,30,250kbps,sat_1,720p,49.203
sat_1_832x360_30_2mbps_.mp4,68.123,2.473,360,832,952,2204,30,2mbps,sat_1,360p,86.843
sat_1_1108x480_30_2mbps_.mp4,72.006,2.473,480,1108,954,2204,30,2mbps,sat_1,480p,90.726
sat_1_1248x540_30_2mbps_.mp4,72.167,2.473,540,1248,952,2204,30,2mbps,sat_1,540p,90.887
sat_1_1664x720_30_2mbps_.mp4,79.088,2.473,720,1664,952,2204,30,2mbps,sat_1,720p,97.808
sat_1_832x360_30_500kbps_.mp4,44.547,2.473,360,832,952,2204,30,500kbps,sat_1,360p,63.267
sat_1_1108x480_30_500kbps_.mp4,48.699,2.473,480,1108,954,2204,30,500kbps,sat_1,480p,67.419
sat_1_1248x540_30_500kbps_.mp4,45.817,2.473,540,1248,952,2204,30,500kbps,sat_1,540p,64.537
sat_1_1664x720_30_500kbps_.mp4,43.249,2.473,720,1664,952,2204,30,500kbps,sat_1,720p,61.969
sat_1_832x360_30_800kbps_.mp4,61.283,2.473,360,832,952,2204,30,800kbps,sat_1,360p,80.003
sat_1_1108x480_30_800kbps_.mp4,63.195,2.473,480,1108,954,2204,30,800kbps,sat_1,480p,81.915
sat_1_1248x540_30_800kbps_.mp4,59.959,2.473,540,1248,952,2204,30,800kbps,sat_1,540p,78.679
sat_1_1664x720_30_800kbps_.mp4,57.471,2.473,720,1664,952,2204,30,800kbps,sat_1,720p,76.191
sat_1_832x360_30_pristine_.mp4,75.89,2.473,360,832,952,2204,30,pristine,sat_1,360p,94.61
sat_1_1108x480_30_pristine_.mp4,75.664,2.473,480,1108,954,2204,30,pristine,sat_1,480p,94.384
sat_1_1248x540_30_pristine_.mp4,75.304,2.473,540,1248,952,2204,30,pristine,sat_1,540p,94.024
sat_1_1664x720_30_pristine_.mp4,81.28,2.473,720,1664,952,2204,30,pristine,sat_1,720p,100.0
sat_2_832x360_30_250kbps_.mp4,36.391,2.554,360,832,952,2204,30,250kbps,sat_2,360p,56.501
sat_2_1108x480_30_250kbps_.mp4,32.212,2.554,480,1108,954,2204,30,250kbps,sat_2,480p,52.322
sat_2_1248x540_30_250kbps_.mp4,32.855,2.554,540,1248,952,2204,30,250kbps,sat_2,540p,52.965
sat_2_1664x720_30_250kbps_.mp4,30.712,2.554,720,1664,952,2204,30,250kbps,sat_2,720p,50.822
sat_2_832x360_30_2mbps_.mp4,69.189,2.554,360,832,952,2204,30,2mbps,sat_2,360p,89.299
sat_2_1108x480_30_2mbps_.mp4,75.412,2.554,480,1108,954,2204,30,2mbps,sat_2,480p,95.522
sat_2_1248x540_30_2mbps_.mp4,76.191,2.554,540,1248,952,2204,30,2mbps,sat_2,540p,96.301
sat_2_1664x720_30_2mbps_.mp4,77.837,2.554,720,1664,952,2204,30,2mbps,sat_2,720p,97.947
sat_2_832x360_30_500kbps_.mp4,53.088,2.554,360,832,952,2204,30,500kbps,sat_2,360p,73.198
sat_2_1108x480_30_500kbps_.mp4,54.424,2.554,480,1108,954,2204,30,500kbps,sat_2,480p,74.534
